off	new_ids	string
0x003175b8	NWtricky	NWtricky.c
0x00309db8	Next2	Next2: %d,%d
0x00305edc	tasks	No tasks have been done
0x00309b24	siblings	Non-siblings only
0x0030827c	reasons	Normal reasons
0x00304224	Northern	Northern Wastes
0x002e81e8	OBJECTS_COL	OBJECTS_COL
0x002ea494	hitmodel	OBJHITS: hitmodel overflow
0x0030e560	INVHIT_TYPE_FULL,OBJ_InvHit,deleted	OBJ_InvHit: warning INVHIT_TYPE_FULL, t0 deleted
0x002cd120	OKBACK	OKBACK
0x002ce088	OSAddress	OSAddress.c
0x002d0b24	CheckThreadQueue	OSCheckActiveThreads: Failed CheckThreadQueue(&RunQueue[prio]) in %d
0x002d0e68	CheckThreadQueue	OSCheckActiveThreads: Failed CheckThreadQueue(&thread->queueJoin) in %d
0x002d1074	CheckThreadQueue	OSCheckActiveThreads: Failed CheckThreadQueue(thread->queue) in %d
0x002d0f08	IsMember	OSCheckActiveThreads: Failed IsMember(&RunQueue[thread->priority], thread) in %d
0x002d10b8	IsMember	OSCheckActiveThreads: Failed IsMember(thread->queue, thread) in %d
0x002d11e0	unkown	OSCheckActiveThreads: Failed. unkown thread state (%d) of thread %p
0x002cec94	HEADERSIZE	OSCheckHeap: Failed HEADERSIZE + cell->requested <= cell->size in %d
0x002ce7e8	heaps	OSInitAlloc(): invalid number of heaps.
0x0030a4ac	Editor	ObjSeq Editor
0x0030487c	Copier	Object Copier
0x00304858	Editor	Object Editor
0x0030a808	Viewer	Object Viewer
0x00304e18	Objtime	Objtime Table
0x003122f0	ELEVATOR	Out of ELEVATOR
0x002f3d24	Outline	Outline z buffer mode
0x002f4114	DEFINITION	PART DEFINITION
0x002e7f94	PARTDEV	PARTDEV
0x002f53a1	badning	PARTFX badning NULL no longer allowed for object...returning type %d
0x002f5414	badning	PARTFX badning type < %d > not found.. returning
0x002f5211	bayning	PARTFX bayning NULL no longer allowed for object...returning type %d
0x002f5284	bayning	PARTFX bayning type < %d > not found.. returning
0x002f5081	clfning	PARTFX clfning NULL no longer allowed for object...returning type %d
0x002f50f4	clfning	PARTFX clfning type < %d > not found.. returning
0x002f58d1	dakning	PARTFX dakning NULL no longer allowed for object...returning type %d
0x002f5b81	dfning	PARTFX dfning NULL no longer allowed for object...returning type %d
0x002f47e9	dimning	PARTFX dimning NULL no longer allowed for object...returning type %d
0x002f5529	icening	PARTFX icening NULL no longer allowed for object...returning type %d
0x002f5da1	mmpning	PARTFX mmpning NULL no longer allowed for object...returning type %d
0x002f4bb1	nwaning	PARTFX nwaning NULL no longer allowed for object...returning type %d
0x002f4c24	nwaning	PARTFX nwaning type < %d > not found.. returning
0x002f5649	rexning	PARTFX rexning NULL no longer allowed for object...returning type %d
0x002f4ea1	shpning	PARTFX shpning NULL no longer allowed for object...returning type %d
0x002f4f14	shpning	PARTFX shpning type < %d > not found.. returning
0x002f4d21	swcning	PARTFX swcning NULL no longer allowed for object...returning type %d
0x002f4d94	swcning	PARTFX swcning type < %d > not found.. returning
0x002f5c81	wcning	PARTFX wcning NULL no longer allowed for object...returning type %d
0x002f5cf4	wcning	PARTFX wcning type < %d > not found.. returning
0x002dc6cc	AUTOSAMPLE	PERF : AUTOSAMPLE < 0!!!! SHOULD NEVER HAPPEN!
0x002f0c6b	PGXGeometry	PGXGeometry.h
0x003023a4	maxitems	PICMENU: maxitems exceeded
0x002ec69c	PIFREE	PIFREE buffer  addr 0x%x
0x002ec90c	PIFREE,pitable	PIFREE pitable[%d]  addr %d
0x002ecf70	GAMNO,PIFREE,gamno,pitable	PIFREE pitable[%d]  addr 0x%x  --- gamno %d size %d the file GAMNO %d
0x002ecbd8	PIFREE,pitable	PIFREE pitable[%d]ANIM  addr %d
0x002ec9a4	ANIMCURVE,PIFREE,pitable	PIFREE pitable[%d]ANIMCURVE/TAB  addr %d
0x002ecc24	ANIMTAB,PIFREE,pitable	PIFREE pitable[%d]ANIMTAB  addr %d
0x002eca1c	PIFREE,pitable	PIFREE pitable[%d]BLOCKS  addr %d
0x002eca84	BLOCKSTAB,PIFREE,pitable	PIFREE pitable[%d]BLOCKSTAB  addr %d
0x002ecb34	PIFREE,pitable	PIFREE pitable[%d]MODELS  addr %d
0x002ecb88	MODTAB,PIFREE,pitable	PIFREE pitable[%d]MODTAB  addr %d
0x002ece08	PIFREE,pitable	PIFREE pitable[%d]TEXTAB  addr %d
0x002ecd20	PIFREE,TEXTAB2,pitable	PIFREE pitable[%d]TEXTAB2  addr %d
0x002ecdb8	PIFREE,pitable	PIFREE pitable[%d]TEXTURES  addr %d
0x002ecc7c	PIFREE,TEXTURES2,pitable	PIFREE pitable[%d]TEXTURES2  addr %d
0x002f0594	PLindex	PLindex overflow!!
0x002f05c0	PLindex	PLindex overflow!! - %d
0x002f0630	PLlist	PLlist overflow!!
0x002f05a8	PLlist	PLlist overflow!! - %d
0x0030aa74	animpos	POST: animpos=%f max=%f
0x0030e908	modelno	PRESSURESWITCH.c: modelno out of range romdefno=%d
0x002e8218	PROJGFX_COL	PROJGFX_COL
0x002e52a0	audioModifySong	Parameter error in audioModifySong()
0x002e51c4	PS_StopOtherSongs,assuming,audioPlaySong	Parameter error in audioPlaySong(), assuming PS_StopOtherSongs
0x00309b74	Baddy	Per Baddy
0x00304abc	Profiler	Performance Profiler
0x003080c4	trespass	Player trespass
0x002efe04	Gload,Processed	Processed all maps, Re-Gload you may now commit!
0x00304f74	Profiler	Profiler:
0x00309b48	Projectiles	Projectiles only
0x00323ab0	Props	Props
0x0030a270	Shove	Push Shove
0x00323fc4	RGBA16	RGBA16
0x00323fbc	RGBA32	RGBA32
0x002f0484	Cannot,ROMLISTSIZE	ROMLISTSIZE exceeded!!! Cannot add romdef
0x002ec8e4	ROMLOAD,fileno,gamno	ROMLOAD gamno=%d  level %s  fileno %d
0x002ed120	ROMLOADTAB	ROMLOADTAB file=%s
0x00304f5c	Recording	Recording:
0x00307f0c	Retrigger	Retrigger delay
0x00307ee0	Retriggerable	Retriggerable
0x0030c77c	quicker	Reverse direction is quicker
0x0030c79c	Reversing	Reversing direction
0x0030abf4	RomDataStart	RomDataStart	= %x		Size = %x
0x0030abd4	RomTableStart	RomTableStart	= %x		Size = %x
0x00305650	Romdef	Romdef Info Menu
0x00305670	Romdef	Romdef details
0x00304dd4	Romdef	Romdef info
0x00304e08	Rompos	Rompos Table
0x003082d4	reasons	Rout reasons
0x00323d24	Routed	Routed
0x002e8180	SCREEN_COL	SCREEN_COL
0x003189a8	SCanimobj	SCanimobj.c
0x003187d0	SCbirchtree	SCbirchtree.c
0x00318784	SCchieflightfoot	SCchieflightfoot.c
0x00318950	SCcollectables	SCcollectables.c
0x00318908	SClantern	SClantern.c
0x003184a8	SClevelcontrol	SClevelcontrol.c
0x003186a4	SClightfoot	SClightfoot.c
0x00318a88	SCtotembondpuz	SCtotembondpuz.c
0x003189f0	SCtotemlogpuz	SCtotemlogpuz.c
0x00318818	SCtotempole	SCtotempole.c
0x00318ad8	SCtotemstrength	SCtotemstrength.c
0x00318a38	SCtumbleweedmeter	SCtumbleweedmeter.c
0x002cd1ac	SEELOCK	SEELOCK
0x0030eae0	modelno	SEQOBJ.c: modelno out of range romdefno=%d
0x00303e70	ERRROR,SERIOUS	SERIOUS ERRROR in meter.c, and I mean SERIOUS
0x0032329c	SFX_COL	SFX_COL
0x002e8224	SHAD_COL	SHAD_COL
0x002cd1e8	SHOOTINGME	SHOOTINGME
0x003195d4	Cannot	SHOP KEEPER: Cannot find valid attach node
0x00317844	SHkillermushroom	SHkillermushroom.c
0x00317754	SHmushroom	SHmushroom.c
0x003178fc	SHrocketmushroom	SHrocketmushroom.c
0x00318028	SHroot	SHroot.c
0x00317954	SHspore	SHspore.c
0x002e9988	SKNControl	SKNControl.c
0x002e81b4	SPRITETEX_COL	SPRITETEX_COL
0x003196b8	SPdrape	SPdrape.c
0x00319670	SPscarab	SPscarab.c
0x003194f8	SPshop	SPshop.c
0x003195c4	SPshopkeeper	SPshopkeeper.c
0x002f6450	SUBTITLES,sentence	SUBTITLES error: sentence delay is not valid
0x00321828	SUNBLOCK	SUNBLOCK: invalid grid position
0x002dd8b4	inserted	Sample ID to be inserted could not be found in any sample directory.m
0x00305eb8	Details	Save Game Details
0x00304540	Manager	Save Game Manager
0x00305be0	Database	Save Game to Database
0x003086c8	Scenery	Scenery
0x00311334	Subscript	Script [%d], Subscript [%d]
0x0031fbf0	Sending,Thief	Sending Out A Sand Thief  %i 
0x002dd850	Sequenzer	Sequenzer ID is not valid.
0x0030ca90	SharpclawDLL	SharpclawDLL
0x00304168	Sharpclaws	Sharpclaws
0x0030853c	Inaccuracy	Shot Inaccuracy
0x00309b14	Siblings	Siblings only
0x00304158	Baddies	Simple Baddies
0x003081cc	survivor	Sole survivor
0x002f05dc	Background,Sorry	Sorry Background Block list has been exceeded
0x00303db4	Sorry	Sorry No DI memory left to store profile.
0x002dea30	Soundstack	Soundstack is empty.
0x0030ac54	Sprites	Sprites        :
0x00311140	Storyboard	Storyboard disabled, please remove trigger
0x0030a1ec	Straigten	Straigten
0x002f64d8	unable	Subtitles error: unable to find special character: %d
0x0030a198	SwapDir	SwapDir 
0x00304240	SwapStone	SwapStone Circle
0x00304254	SwapStone	SwapStone-Hollow
0x00324217	Szbomb	Szbomb.c
0x002e823c	TEST_COL	TEST_COL
0x002eda40	tevStageID,texCoordID,texMapID,texMatrixID	TEX: tevStageID=%d texMatrixID=%d texMapID=%d texCoordID=%d
0x0032328c	TEX_COL	TEX_COL
0x003229bf	TLGTdirectionallight	TLGTdirectionallight.c
0x002e4f38	TOff_HOL	TOff_HOL
0x002efc74	TRACKINIT,smap_number	TRACKINIT smap_number %d
0x002e81a4	TRACKTEX_COL	TRACKTEX_COL
0x002e8198	TRACK_COL	TRACK_COL
0x00320608	TREX_Lazerwall	TREX_Lazerwall.c
0x003202e8	TREX_levelcontrol	TREX_levelcontrol.c
0x00320408	TREX_trex	TREX_trex.c
0x0030987c	TRICKYAI	TRICKYAI CURVES
0x0031b547	Tdraghead	Tdraghead.c
0x0030ab80	TextStart	TextStart	= %x	Size = %x
0x002dab1c	MATRIXINDEX0_REG	Texture %d is a regular texture, which requires that the matrix values pointed to by MATRIXINDEX0_REG.tex%d (%d) must be loaded, however...
0x00304514	Viewer	Texture Viewer
0x0030a098	Editor	The Hits Editor
0x00301718	honchos	The head honchos at Nintendo
0x003019c8	dangerous,gonna	This is gonna be a dangerous
0x00317f60	deadend	Thorntail %d, is on a network with a deadend
0x00317fa0	deadend	Thorntail deadend
0x003048c0	Viewer	Track Viewer
0x002f06f4	TrackGetHeight	TrackGetHeight()-Overflow!!!
0x002efcbc	Trackdraw	Trackdraw
0x0030ac7c	Transparencies	Transparencies :
0x0030c93c	dotrickyhits	Tricky coords are %f %f %f in dotrickyhits
0x0030bf44	objcontrol	Tricky coords are %f %f %f in objcontrol
0x0030c028	objdraw	Tricky coords are %f %f %f in objdraw
0x002f66e4	Incorrecly	Tricky walk group error: Incorrecly number of corner nodes
0x0030bfb0	STATE_ONLY_MOVEMENT,unloaded	Tricky's target object has been unloaded while STATE_ONLY_MOVEMENT
0x00311058	SequenceID	Trigger [%d], Anim Sequence,      SequenceID [%d], Activate
0x003110d0	SequenceID	Trigger [%d], Anim Sequence,      SequenceID [%d], Flag = 0
0x00311094	SequenceID	Trigger [%d], Anim Sequence,      SequenceID [%d], Flag = 1
0x00310d6c	PassDir	Trigger [%d], Camera,             Action [%d], Camera Num [%d], PassDir [%d]
0x00310c3c	Dangerous	Trigger [%d], Dangerous Water
0x00311244	gamno	Trigger [%d], LEV FREE  gamno %d
0x00311008	PassDir	Trigger [%d], Lighting,           Action      [%d], Range [%d], PassDir [%d]
0x00310ee4	MrSheen	Trigger [%d], Track MrSheen Off
0x00310ec0	MrSheen	Trigger [%d], Track MrSheen On %d
0x00311514	Unloading	Trigger [%d], Unloading Sidekick
0x00310f04	footstepsTurnOn	Trigger [%d], footstepsTurnOn %d
0x00310f60	newlightInside	Trigger [%d], newlightInside(0)
0x00310f40	newlightInside	Trigger [%d], newlightInside(1)
0x003111ec	toggleBits	Trigger [%d], toggleBits (%d)
0x00310fa4	trackSetSunGlareOn	Trigger [%d], trackSetSunGlareOn(0)
0x00310f80	trackSetSunGlareOn	Trigger [%d], trackSetSunGlareOn(1)
0x003114c8	Dazed	Trigger [%d],Restart Set Dazed [%d]
0x00311444	trackIncMapLayer	Trigger [%d],trackIncMapLayer
0x00308930	Troop	Troop Type
0x0030df00	Trying,Would,someone	Trying to strike baddie, but it doesn't work! Would someone please fix this.
0x00323b28	Tunes	Tunes:
0x0031e080	Turning	Turning %i 
0x0030ea78	USEOBJ,modelno	USEOBJ.c: modelno out of range romdefno=%d
0x0030b300	UnCached	UnCached Memory	%x
0x00309b9c	Unconstrained	Unconstrained
0x002cd044	Unused5	Unused5
0x002dfa1c	Uploading	Uploading %d bytes to ARAM from %08x to %08x...
0x0031b1d4	VFlevcontrol	VFlevcontrol.c
0x00304348	VForce_Point	VForce_Point
0x00305f44	VIEWFLAGS	VIEWFLAGS %s %d	
0x003232ac	VOX_COL	VOX_COL
0x0030489c	Editor	Vdf Editor
0x0030a050	Editor	Vertex Editor
0x0030554c	Tasks	View Tasks Done
0x00304b48	texCache	View texCache Usage:
0x0030a0b4	ViewHits	ViewHits
0x00305630	ViewRange	ViewRange
0x00323f90	Viewer	Viewer
0x002e9894	createModelInstance	WARNING :: createModelInstance called with NULL pointer
0x002ea090	Cannot	WARNING Cannot set priority Level to WORLD if not world object  
0x002eff88	gamno,max_gam	WARNING track.c() ---- entry->gamno >= max_gam
0x002e7114	JISCharCodes	WARNING: %x not found in JISCharCodes[]
0x00302154	CREATED	WARNING: ENERGY BAR ALREADY CREATED and need killed 
0x002ff954	createpoitn	WARNING: Error Could not find createpoitn node 
0x002eab90	MAX_TOUCH_CALLBACKS	WARNING: MAX_TOUCH_CALLBACKS too small
0x002ff92c	CreatePoint	WARNING: Max CreatePoint is Exceeded 
0x003102fc	UnKnown	WARNING: UnKnown Texture Animation Command Input 
0x002f0310	trackGetLoaded	WARNING: trackGetLoaded bit overflow
0x002f02e8	trackSetLoaded	WARNING: trackSetLoaded bit overflow
0x002e50ac	GetActiveFromVoiceID,VARIABLE_VOICE_ID	WARNING:Can't pass VARIABLE_VOICE_ID to GetActiveFromVoiceID()
0x002e52f8	SfxNumber	WARNING:Illegal SfxNumber (%d) from file=%s, line=%d
0x002e5268	audioModifySong	WARNING:audioModifySong(%d, ...):Song is not playing!
0x002e53c0	audioPrepareStream	WARNING:audioPrepareStream() not called yet
0x002e52c8	audioStopSong	WARNING:audioStopSong(%d):Song not playing!
0x00310480	colours	WAVEANIM: colours
0x00321c00	WCdial	WCdial.c
0x003218d0	WClevcontrol	WClevcontrol.c
0x00321a44	WCpressureswitch	WCpressureswitch.c
0x00321650	WCpushblock	WCpushblock.c
0x00304338	WGrove_Shrine	WGrove_Shrine
0x0031a950	WMgeneralscales	WMgeneralscales.c
0x0031a908	WMlevcontrol	WMlevcontrol.c
0x0031ffc0	WORLDMAP_planet	WORLDMAP_planet.c
0x002f65f4	enterd	Walk group number %d enterd twice at %f %f %f
0x00318884	SClevelcontroler,SCtotempole	Warning SCtotempole.o [%d] could not find SClevelcontroler pointer!
0x002ecfb8	piRomFreeLevel	Warning in piRomFreeLevel file || %s || not found !
0x002e91d4	Tiltlist	Warning! Tiltlist overflow!!
0x002d3938	although	Warning: VIFlush() was not called for 60 frames although VI settings were changed
0x002f02a8	actno	Warning: act number is not valid (actno: %d)
0x002f5ff0	calcPosition	Warning: calcPosition: Stack overflow!!
0x00304038	diPrintf	Warning: di-gfx-list overflow! (diPrintf)
0x00304064	diPrintf	Warning: di-mtx-list overflow! (diPrintf)
0x003040bc	diPrintf	Warning: di-pol-list overflow! (diPrintf)
0x00304090	diPrintf	Warning: di-vtx-list overflow! (diPrintf)
0x002f0248	mapno,trackCheckObjectLoad	Warning: object being checked doesn't have a valid mapno in trackCheckObjectLoad(mapno: %d)
0x00323a70	Weapons	Weapons
0x002e75e5	Proportional	Width      :: Proportional
0x0031572f	XDIMexplosion	XDIMexplosion.c
0x0030ffb7	XPFX_PREVIEW	XPFX_PREVIEW %d
0x0030134b	n_pausemenu	[n_pausemenu.c
0x0031371f	mapno	\obj mapno is %d
0x002ffa6e	_Tn_POST	_Tn_POST.c
0x002d43f4	SDRAM	__ARChecksize(): Initializing for RevB+ SDRAM controller...
0x002d3d28	__VISetAdjustValues	__VISetAdjustValues(): y offset should be an even number
0x00328a26	BA733B	`BA733B
0x00301a6c	feeling	a feeling that they may hold
0x00324427	aNWsfx	aNWsfx.c
0x002f36c0	halflife	after halflife reverse velocity
0x00320550	aiChargeCircuit	aiChargeCircuit
0x0031f8e4	aiDormant	aiDormant
0x00320540	aiElectrocuted	aiElectrocuted
0x00320534	aiExhale	aiExhale
0x003247a0	aiGetUp	aiGetUp
0x00315ff8	aiHangMode	aiHangMode
0x0031f8d8	aiIamDead	aiIamDead
0x0031f8cc	aiIamDying	aiIamDying
0x003204e4	aiInactiveWalk	aiInactiveWalk
0x00316004	aiIveBeenHit	aiIveBeenHit
0x0031f8f0	aiL2_MainEngageControl	aiL2_MainEngageControl
0x0031f908	aiL2_MainEngageStackControl	aiL2_MainEngageStackControl
0x0032051c	aiMediumChargeAtPlayer	aiMediumChargeAtPlayer
0x00320504	aiMediumRoarAtPlayer	aiMediumRoarAtPlayer
0x003246e8	aiTop	aiTop
0x00320560	aiTurnAround	aiTurnAround
0x003204f4	aiTurnCorner	aiTurnCorner
0x002ecaf8	allloaded	allloaded 1
0x002ecb08	allloaded	allloaded 2
0x0030195c	CloudRunners	and save the CloudRunners.
0x002f3d9a	towards	and then moves back towards owner
0x002f0e58	acbuff	anim:acbuff
0x0030aa60	animpos	animpos=%f max=%f
0x00323070	area6	area6
0x002f00a8	gamno	asking load smap %d gamno %d 
0x002ff088	attentioncam	attentioncam
0x002e5344	audioStopSfx	audioStopSfx failed: hdl=%d @ %x, file=%s, line=%d
0x00310168	autotransporter	autotransporter.c
0x0030d3c8	baby_snowworm	baby_snowworm.c
0x002ff7d0	fightlockbreakmusic	baddie->fightlockbreakmusic
0x002ff7ec	fightlockmusic	baddie->fightlockmusic
0x0030cbd4	balloon_baddie	balloon_baddie.c
0x002ed8b0	kyteai	bit test on kyteai node failed
0x002f400c	daylight	blends 30% daylight into particle color
0x0032314c	bs_di	bs_di
0x00323154	bs_trex	bs_trex
0x0031f6f8	burstIntoGround	burstIntoGround
0x00318f48	cagekyte	cagekyte.c
0x00324797	caiDazed	caiDazed
0x002ff108	cam1stperson	cam1stperson
0x002ff4b8	camcannon	camcannon
0x002ff328	camclimb	camclimb
0x002fef2c	camcontrol2	camcontrol2
0x002fef6c	camcontrol3	camcontrol3
0x00323860	camdev	camdev
0x002ff550	camdrakor	camdrakor
0x00323898	camdrop	camdrop
0x002ff2b0	camlockon	camlockon
0x002ff008	camnormal	camnormal
0x00323868	campath	campath
0x002ff438	camshipbattle	camshipbattle
0x002ff188	camstatic	camstatic
0x00323870	camtalk	camtalk
0x00313828	cannontargetControl	cannontargetControl.c
0x002f412a	EXA_EDIT	case EXA_EDIT:
0x00311d58	cfbaby	cfbaby.c
0x00311cfc	cfcrystal	cfcrystal.c
0x0030c490	targetxyz	char's x coord %f, targetxyz coord %f
0x0030b8e4	weapondata	chara:weapondata
0x002e1d28	chorus_fx	chorus_fx.c
0x00309cd8	classtype	classtype=%d
0x002e49f8	cld_back	cld_back
0x002e4a04	cld_dung	cld_dung
0x00323078	cld_t1	cld_t1
0x00323080	cld_t1m	cld_t1m
0x002e4a10	cld_walk	cld_walk
0x00318ec8	cloudball	cloudball.c
0x002f60c0	clrscrWhiteCrossDraw	clrscrWhiteCrossDraw the width is odd
0x0030218c	cmdmenu	cmdmenu : Bar
0x0030d26c	core_snowworm	core_snowworm.c
0x003105c0	crackanim	crackanim
0x003105e0	crackanim	crackanim.c
0x003105cc	crackanimfx,light1	crackanimfx:light1
0x0030e1a0	crate2	crate2.c
0x0030a958	csize	csize %i cend %i ambient %i intensity %i
0x003082a7	dAttack,reasons	dAttack reasons
0x0032049c	dazedMode	dazedMode
0x0031a3c0	deaddino	deaddino.c
0x002efce8	MAX_VISIBLE_OBJECTS,depthSortObjects	depthSortObjects: MAX_VISIBLE_OBJECTS exceeded
0x0030570c	devSaveGame	devSaveGame
0x002f628f	dgametext	dgametext:info
0x00303f40	Increase,MAX_MENU_DEPTH,diMenu	diMenu: Menu stack full! Increase MAX_MENU_DEPTH
0x00303f74	diMenuStringInit	diMenuStringInit: Run out of string structures!
0x00303f00	diMeter	diMeter - CPU meter stack full
0x00303c74	diProfEnd,diProfReset	diProfEnd: before diProfReset!
0x00303c94	diProfEnd	diProfEnd: prof overflow (%d)
0x00303cb4	diProfPrint,diProfReset	diProfPrint: before diProfReset!
0x00303c10	diProfReset	diProfReset: stack not empty
0x00303c30	diProfReset,diProfStart	diProfStart: before diProfReset!
0x00303c54	diProfStart	diProfStart: stack overflow
0x0030c4b8	stoppingDistSq	distSq from target %f, stoppingDistSq is %f
0x003231d8	dllTab	dllTab
0x002f1824	doDayAction	doDayAction
0x00323134	drako1	drako1
0x0032313c	drako2	drako2
0x00323144	drako3	drako3
0x002d4688	dsp_task	dsp_task.c
0x00303aa7	dswaphollow	dswaphollow.c
0x002e5a44	dtype	dtype:di-stack
0x002e5a70	dtype,sparseArray	dtype:sparseArray
0x002e5a38	dtype	dtype:stack
0x002e77fc	dvdLoadFile	dvdLoadFile: '%s' (%d bytes @ 0x%x)
0x002e77c4	dvdLoadFile	dvdLoadFile: DVDClose failed on '%s', error code %d
0x002e7790	dvdLoadFile	dvdLoadFile: DVDRead failed on '%s', error code %d
0x002e7758	Filesize,dvdLoadFile	dvdLoadFile: Out of RAM loading '%s'.  Filesize = %d
0x002d1f58	dvdlow	dvdlow.c
0x002d3740	dvdqueue	dvdqueue.c
0x002f38ac	noowner	effect has noowner or will lose the given owner
0x0032048c	electrocuteMode	electrocuteMode
0x002e49e8	action1	envfx:action1
0x00320480	exhaleMode	exhaleMode
0x00323588	expgfx1	expgfx1
0x002f25f4	tile_entry	expgfx:tile_entry
0x00321d57	fFFM3	fFFM3
0x00323090	fanfare	fanfare
0x00301a08	deadly	fight the huge and deadly
0x0031b438	fireblock	fireblock.c
0x00313454	firecrystal	firecrystal:light
0x002ff118	firstperson	firstperson.c
0x00315928	flameburst,light1	flameburst:light1
0x0031593c	flameburst,light2	flameburst:light2
0x00316b98	flybaddie	flybaddie.c
0x002f3e04	polys,shaded	for small particles just use flat shaded polys
0x002f3e58	widex	for widex particles
0x002f3e6c	widez	for widez particles
0x002ecaec	forceload	forceload
0x002e976c	Trying,freeAnimation	freeAnimation() ---- Trying to free NULL anim 
0x002f3f8d	ROUGHLY	from last point to present(ROUGHLY)
0x00323720	fsaTick	fsaTick
0x00323098	ga_cred	ga_cred
0x002f00c8	gamNumber	gamNumber=%d
0x002f1560	couldn,seqno,startObjSequence	game/anim.c: startObjSequence() couldn't find seqno free (ABORTED)!!
0x002f1520	seqno,startObjSequence	game/anim.c: startObjSequence() seqno out of range [%d][%d]
0x0030ae58	gameon	gameon:: stream overflow!!
0x0030ae48	gameon	gameon:stream
0x002f6fe4	gplayGetCurrentPlayerEnvactions,playerno	gameplay.c: gplayGetCurrentPlayerEnvactions: playerno overflow
0x002f6fa4	gplayGetCurrentPlayerLactions,playerno	gameplay.c: gplayGetCurrentPlayerLactions: playerno overflow
0x002f632c	textGroup	gametext:textGroup
0x002f62d8	textTable	gametext:textTable
0x002f62ec	gametextLoadLanguage	gametextLoadLanguage: error language specified doesn't exist!!
0x002f6340	gamtextLoadTextGroupString	gamtextLoadTextGroupString error: the text identifier is too large
0x00313878	gasventControl	gasventControl.c
0x002f6cc0	generalHits	generalHits
0x002f6cac	generatePolyList	generatePolyList
0x003204a8	getupMode	getupMode
0x0030ffc8	gfxemit	gfxemit.c
0x00301900	diamonds	gold and diamonds. With this
0x002f7024	MAX_TIMESAVES	gplayAddTime: MAX_TIMESAVES reached
0x002f6ef8	gplayLoadOptions,saveoptions	gplayLoadOptions error: saveoptions failed to load.
0x002f7058	mapno	gplaySetAct error: mapno (%d) number too high!
0x002f7088	mapno	gplaySetAct error: negative mapno (%d)
0x002f70b0	bitflags,mapno	gplaySetAct: mapno(%d) doesn't have an entry in the bitflags
0x00310540	groundanim	groundanim
0x0031055c	groundanim	groundanim group overflow
0x0031054c	groundanim	groundanim.c
0x00310817	maximumm	h WARNING 3D Tex WALL: exceeded maximumm no of vertices 
0x003228ef	hLGTpointlight	hLGTpointlight.c
0x00315fc8	hangMode	hangMode
0x002df980	hw_aramdma	hw_aramdma.c
0x002dfb24	hw_dolphin	hw_dolphin.c
0x003230a8	ice_seq	ice_seq
0x00301898	ideal	ideal base from which he could
0x00313a80	imspaceship	imspaceship:light
0x002f3668	sleected	in alpha from 0 to sleected value then back to 0
0x002f3eac	perframe	increment vel by 2% of vel perframe
0x002f3ed0	perframe	increment vel by 4% of vel perframe
0x002f3ef4	perframe	increment vel by 6% of vel perframe
0x002f3f18	perframe	increment vel by 8% of vel perframe
0x002f37fc	prerotates	increments and prerotates the effect..
0x002ea138	infonum	infonum out of range
0x002f0584	lastlines	int:lastlines
0x002f0574	lineindex	int:lineindex
0x002f0554	linelist	int:linelist
0x002f0548	pllist	int:pllist
0x002f0564	pointlist	int:pointlist
0x002f0810	wobjlist	int:wobjlist
0x0030f430	interactobj	interactobj warning: host doesn't have the same load values as the interactobj
0x002ed9a8	isEndNode	isEndNode for tricky failed!
0x0030bb1c	objGetAnimChange	krystal.c: objGetAnimChange Error
0x002e4a58	krz_door	krz_door
0x002e4a64	krz_tun1	krz_tun1
0x002e4a70	krz_tun2	krz_tun2
0x003200e7	lFailed	lFailed assertion obj
0x0031b640	lavaflow	lavaflow.c
0x002f4048	mainchar	leaves fired on mainchar distance
0x002e2830	action1	lfx:action1
0x00310080	lfxemit,light1	lfxemit:light1
0x002edd18	lightMapRegisterShader	lightMapRegisterShader: diffuse=%x specular=%x
0x002edc5c	lightMapRegisterShader	lightMapRegisterShader: owner=%d mapType=%x
0x002edd48	lightMapUnRegisterShader	lightMapUnRegisterShader: diffuse=%x specular=%x
0x002f3644	horizontally	like flipping texture horizontally
0x002ef2b0	linehits	linehits
0x0030402c	listcode	listcode.c
0x0030fc37	llandedArwing	llandedArwing.c
0x002ea120	locknum	locknum out of range
0x002ec5c3	lpreloaded,tablesize	lpreloaded ... %s tablesize=%d table=%x
0x00323160	ma_pepr	ma_pepr
0x00323178	ma_pepy	ma_pepy
0x00323168	ma_rob	ma_rob
0x00323170	ma_slip	ma_slip
0x0030e3bc	magicdust	magicdust.c
0x002e8000	dipol	main:dipol
0x002e800c	divtx	main:divtx
0x002e7fb4	mainChangeMap	mainChangeMap(%d,%d,%d)
0x002e7f4c	main_dt	main_dt has been changed!
0x002e7f68	main_fdt	main_fdt has been changed!
0x002e9910	makeModelAnimation	makeModelAnimation() size mismatch!! (%d,%d)
0x002f3dbc	towards	makes the particle move towards the character
0x002f08f0	circularrippletex	maketex:circularrippletex
0x002f08a8	envztex	maketex:envztex
0x002f08b8	hazetex	maketex:hazetex
0x002f0894	rippletex	maketex:rippletex
0x002f086c	shadDisplayList	maketex:shadDisplayList
0x002f0858	shadowtex	maketex:shadowtex
0x002f08c8	shadtex	maketex:shadtex
0x002f08d8	zattenuatetex	maketex:zattenuatetex
0x003230bc	map_crf	map_crf
0x003230c4	map_dim	map_dim
0x003230d4	map_wc	map_wc
0x002efd44	mapno	mapno not found
0x0030f6c8	mediumbasket	mediumbasket.c
